,index,age,income,members_in_household,loan_accounts,Savings,Mortgage,Pension,id,nb_products
1066,1066,51,35406.0,1,1,0,0,0,17519,0
1067,1067,18,39923.0,5,3,0,1,0,26188,1
1068,1068,54,38054.0,2,2,0,0,0,22212,0
1069,1069,40,45491.0,3,2,0,0,0,38769,0
1070,1070,39,31566.0,6,2,0,1,0,10313,1
1071,1071,24,26231.0,5,0,0,0,0,3594,0
1072,1072,14,54903.0,4,0,1,0,0,59574,1
1073,1073,45,49808.0,4,0,1,0,0,48161,1
1074,1074,53,35378.0,1,0,0,0,0,17657,0
1075,1075,15,39270.0,7,0,0,0,0,25042,0
1076,1076,31,55449.0,5,0,0,0,0,62003,0
1077,1077,22,30608.0,7,1,0,0,0,8536,0
1078,1078,34,29809.0,4,1,0,0,0,7347,0
1079,1079,44,63408.0,5,0,1,0,0,83753,1
1080,1080,37,67705.0,2,0,1,0,0,94611,1
1081,1081,38,52574.0,2,0,1,0,0,54658,1
1082,1082,33,40905.0,5,0,0,0,0,27819,0
1083,1083,46,27022.0,4,0,0,0,0,4810,0
1084,1084,43,42719.0,4,2,0,0,0,34118,0
1085,1085,19,47116.0,7,0,0,0,0,43141,0
1086,1086,34,22550.0,4,2,0,0,0,1330,0
1087,1087,32,44431.0,5,0,0,0,0,36608,0
1088,1088,15,41966.0,2,1,0,0,0,31475,0
1089,1089,35,45474.0,7,7,0,1,0,38413,1
1090,1090,43,45818.0,4,1,0,0,0,39482,0
1091,1091,39,41263.0,6,0,0,0,0,30279,0
1092,1092,46,52677.0,5,4,1,1,0,55164,2
1093,1093,38,50116.0,3,0,1,0,0,48968,1
1094,1094,53,56389.0,6,3,1,1,0,66358,2
1095,1095,32,40971.0,3,5,0,1,0,28999,1
1096,1096,31,46112.0,6,1,0,0,0,40336,0
1097,1097,42,46134.0,5,7,0,1,0,40455,1
1098,1098,45,51486.0,4,0,1,0,0,52074,1
1099,1099,41,39338.0,2,0,0,0,0,24822,0
1100,1100,50,55308.0,5,1,1,0,0,60614,1
1101,1101,61,24084.0,5,0,0,0,1,2054,1
1102,1102,34,74995.0,7,4,1,1,0,112419,2
1103,1103,50,55322.0,3,1,1,0,0,61377,1
1104,1104,39,52512.0,2,4,0,0,0,54314,0
1105,1105,17,50746.0,4,3,0,1,0,49872,1
1106,1106,21,51459.0,4,0,0,0,0,51932,0
1107,1107,26,50890.0,4,1,0,0,0,50341,0
1108,1108,20,50163.0,4,7,0,1,0,49386,1
1109,1109,48,51296.0,4,0,1,0,0,51371,1
1110,1110,45,43655.0,6,1,0,0,0,35217,0
1111,1111,52,30268.0,3,3,0,0,0,8230,0
1112,1112,19,29936.0,6,0,0,0,0,7521,0
1113,1113,41,54414.0,3,1,1,0,0,58440,1
1114,1114,48,53259.0,2,0,1,0,0,56264,1
1115,1115,41,44702.0,2,1,0,0,0,37231,0
1116,1116,52,39674.0,4,0,0,0,0,25328,0
1117,1117,39,40927.0,6,4,0,1,0,27894,1
1118,1118,66,30020.0,2,2,0,0,1,7998,1
1119,1119,28,35873.0,7,1,0,0,0,18326,0
1120,1120,48,32208.0,4,0,0,0,0,12171,0
1121,1121,34,30181.0,5,3,0,1,0,8211,1
1122,1122,35,31330.0,4,2,0,0,0,9667,0
1123,1123,37,27161.0,7,1,0,0,0,5126,0
1124,1124,29,50954.0,3,1,0,0,0,50716,0
1125,1125,43,30265.0,2,3,0,0,0,8284,0
1126,1126,51,54623.0,5,1,1,0,0,59110,1
1127,1127,36,38245.0,6,2,0,1,0,22604,1
1128,1128,33,49029.0,4,1,0,0,0,47524,0
1129,1129,37,54450.0,2,0,1,0,0,58317,1
1130,1130,60,53174.0,4,4,1,1,0,55853,2
1131,1131,31,45689.0,3,0,0,0,0,38963,0
1132,1132,21,41148.0,2,1,0,0,0,29882,0
1133,1133,38,36876.0,3,0,0,0,0,19655,0
1134,1134,42,42640.0,3,0,1,0,0,33823,1
1135,1135,42,44445.0,4,0,0,0,0,36654,0
1136,1136,27,38516.0,7,2,0,1,0,23428,1
1137,1137,44,21577.0,3,2,0,0,0,1160,0
1138,1138,41,48507.0,5,1,1,0,0,46525,1
1139,1139,37,45658.0,3,0,0,0,0,38992,0
1140,1140,28,61485.0,6,0,1,0,0,78373,1
1141,1141,37,31977.0,5,0,0,0,0,11641,0
1142,1142,36,47102.0,2,2,0,0,0,43175,0
1143,1143,56,32483.0,6,0,0,0,0,13231,0
1144,1144,46,34689.0,4,1,0,0,0,15468,0
1145,1145,28,48475.0,5,0,1,0,0,46326,1
1146,1146,53,41860.0,5,1,0,0,0,31404,0
1147,1147,21,54379.0,2,2,1,0,0,58589,1
1148,1148,32,39414.0,3,5,0,1,0,25173,1
1149,1149,35,71133.0,5,1,1,0,0,105956,1
1150,1150,19,37951.0,6,1,0,0,0,21968,0
1151,1151,44,47984.0,2,2,1,0,0,44466,1
1152,1152,49,35020.0,5,3,0,1,0,16246,1
1153,1153,20,31999.0,7,0,0,0,0,11769,0
1154,1154,20,51929.0,4,0,0,0,0,53358,0
1155,1155,36,49416.0,5,0,0,0,0,47818,0
1156,1156,29,17202.0,6,1,0,0,0,222,0
1157,1157,19,46976.0,2,1,0,0,0,42950,0
1158,1158,12,41998.0,4,1,0,0,0,31548,0
1159,1159,23,38128.0,3,0,0,0,0,22158,0
1160,1160,65,32184.0,4,0,0,0,1,12277,1
1161,1161,65,26991.0,5,0,0,0,1,4968,1
1162,1162,52,48572.0,3,3,1,0,0,46586,1
1163,1163,29,54901.0,2,1,1,0,0,59583,1
1164,1164,49,27050.0,2,0,0,0,0,4856,0
1165,1165,57,75261.0,6,0,1,0,0,113892,1
1166,1166,48,31927.0,2,2,0,0,0,10831,0
1167,1167,44,35936.0,7,3,0,1,0,18408,1
1168,1168,46,51034.0,5,0,1,0,0,51077,1
1169,1169,37,33695.0,2,1,0,0,0,14440,0
1170,1170,53,34702.0,1,0,0,0,0,15499,0
1171,1171,30,54839.0,2,1,1,0,0,59147,1
1172,1172,25,48013.0,7,0,0,0,0,44900,0
1173,1173,18,40384.0,7,1,0,0,0,26943,0
1174,1174,37,34806.0,2,2,0,0,0,15729,0
1175,1175,52,44364.0,5,2,0,0,0,36048,0
1176,1176,39,44433.0,5,0,0,0,0,36111,0
1177,1177,43,69214.0,4,0,1,0,0,98475,1
1178,1178,22,58446.0,7,0,1,0,0,71570,1
1179,1179,30,39782.0,7,0,0,0,0,25438,0
1180,1180,35,38091.0,2,0,0,0,0,22207,0
1181,1181,20,44447.0,6,0,0,0,0,36737,0
1182,1182,53,23925.0,5,0,0,0,1,2018,1
1183,1183,46,48593.0,4,0,1,0,0,46830,1
1184,1184,44,54296.0,4,3,1,1,0,58000,2
1185,1185,55,24751.0,4,1,0,0,1,2337,1
1186,1186,41,47413.0,3,2,0,0,0,43654,0
1187,1187,28,53262.0,6,1,1,0,0,56314,1
1188,1188,49,55267.0,6,0,1,0,0,61474,1
1189,1189,43,41026.0,6,0,0,0,0,28308,0
1190,1190,27,51042.0,2,0,0,0,0,50948,0
1191,1191,55,20936.0,3,0,0,0,1,1066,1
1192,1192,60,46628.0,1,4,0,0,0,42200,0
1193,1193,39,25769.0,3,5,0,1,0,2937,1
1194,1194,44,21366.0,2,1,0,0,0,1111,0
1195,1195,35,42281.0,5,1,0,0,0,32762,0
1196,1196,47,45525.0,2,1,0,0,0,38320,0
1197,1197,51,37524.0,5,2,0,0,0,20430,0
1198,1198,53,54857.0,5,0,1,0,0,59439,1
1199,1199,24,47769.0,7,3,0,1,0,43873,1
1200,1200,63,39334.0,6,0,0,0,0,24751,0
1201,1201,42,46505.0,5,1,0,0,0,40795,0
1202,1202,66,54972.0,4,3,1,1,0,60290,2
1203,1203,31,41013.0,4,3,0,1,0,28173,1
1204,1204,37,42206.0,5,4,0,1,0,32225,1
1205,1205,69,45979.0,1,6,1,0,0,39969,1
1206,1206,48,51049.0,2,2,1,0,0,50821,1
1207,1207,19,55325.0,7,0,0,0,0,60730,0
1208,1208,39,54418.0,2,0,1,0,0,58059,1
1209,1209,64,26997.0,3,1,0,0,0,4190,0
1210,1210,39,47123.0,2,0,0,0,0,43251,0
1211,1211,38,46612.0,7,2,0,1,0,41853,1
1212,1212,37,41364.0,2,1,0,0,0,30577,0
1213,1213,38,39327.0,3,2,0,0,0,24875,0
1214,1214,46,40731.0,2,0,0,0,0,27352,0
1215,1215,32,54606.0,5,0,0,0,0,58929,0
1216,1216,54,33932.0,1,0,0,0,1,14953,1
1217,1217,38,48669.0,3,1,1,0,0,47159,1
1218,1218,50,34533.0,6,2,0,0,0,15363,0
1219,1219,25,53958.0,2,1,1,0,0,57340,1
1220,1220,38,55607.0,3,0,0,0,0,62700,0
1221,1221,49,40977.0,4,1,0,0,0,28019,0
1222,1222,55,35434.0,1,0,0,0,1,18117,1
1223,1223,42,50611.0,2,0,1,0,0,49639,1
1224,1224,30,36653.0,3,1,0,0,0,19411,0
1225,1225,47,45978.0,7,1,0,0,0,39982,0
1226,1226,30,53971.0,2,0,1,0,0,57299,1
1227,1227,28,48116.0,4,4,1,1,0,45778,2
1228,1228,41,48621.0,7,1,1,0,0,46612,1
1229,1229,60,47988.0,2,1,0,0,0,44171,0
1230,1230,44,54014.0,2,1,1,0,0,57490,1
1231,1231,33,37546.0,3,1,0,0,0,20589,0
1232,1232,41,45376.0,3,0,0,0,0,38070,0
1233,1233,27,41997.0,4,0,0,0,0,31580,0
1234,1234,28,29612.0,6,1,0,0,0,7143,0
1235,1235,35,31030.0,7,2,0,1,0,9128,1
1236,1236,43,47099.0,5,0,1,0,0,43084,1
1237,1237,25,27013.0,2,1,0,0,0,4326,0
1238,1238,31,49812.0,2,1,0,0,0,48182,0
1239,1239,27,47002.0,6,0,0,0,0,42932,0
1240,1240,67,50820.0,6,0,0,0,0,50004,0
1241,1241,55,44361.0,5,4,0,1,0,36172,1
1242,1242,34,31009.0,7,2,0,1,0,9296,1
1243,1243,37,40887.0,4,0,0,0,0,27920,0
1244,1244,35,48041.0,5,1,1,0,0,45504,1
1245,1245,39,50223.0,3,2,1,0,0,49290,1
1246,1246,58,69205.0,5,2,1,0,0,98689,1
1247,1247,46,48514.0,5,1,1,0,0,46426,1
1248,1248,42,35338.0,5,0,0,0,0,17203,0
1249,1249,31,47975.0,5,4,0,1,0,44161,1
1250,1250,30,50098.0,7,0,0,0,0,48843,0
1251,1251,40,53400.0,5,3,1,1,0,56494,2
1252,1252,32,48246.0,2,1,0,0,0,46030,0
1253,1253,25,54913.0,7,0,0,0,0,59558,0
1254,1254,42,49778.0,4,3,1,1,0,48356,2
1255,1255,32,30793.0,3,4,0,1,0,8631,1
1256,1256,61,42003.0,1,2,0,0,0,31695,0
1257,1257,60,33718.0,6,3,0,1,0,14555,1
1258,1258,46,34591.0,7,2,0,1,0,15428,1
1259,1259,31,37965.0,5,0,0,0,0,21797,0
1260,1260,27,28292.0,5,2,0,0,0,5997,0
1261,1261,28,37951.0,5,2,0,0,0,22005,0
1262,1262,20,29512.0,3,0,0,0,0,7126,0
1263,1263,68,41991.0,3,3,0,0,0,31834,0
1264,1264,24,42216.0,5,5,0,1,0,32422,1
1265,1265,28,26224.0,6,1,0,0,0,3618,0
1266,1266,33,46541.0,4,1,0,0,0,40847,0
1267,1267,38,31484.0,5,0,0,0,0,10146,0
1268,1268,29,37160.0,3,0,0,0,0,20054,0
1269,1269,39,44437.0,3,0,0,0,0,35926,0
1270,1270,30,35481.0,4,2,0,0,0,18133,0
1271,1271,46,41046.0,4,1,0,0,0,28784,0
1272,1272,33,36337.0,7,0,0,0,0,19093,0
1273,1273,38,32385.0,2,0,0,0,0,12977,0
1274,1274,42,41457.0,7,0,0,0,0,30760,0
1275,1275,38,31045.0,5,1,0,0,0,8805,0
1276,1276,33,40589.0,7,3,0,1,0,27211,1
1277,1277,41,53198.0,7,4,1,1,0,55614,2
1278,1278,27,49188.0,7,1,0,0,0,47558,0
1279,1279,50,31996.0,1,1,0,0,0,11467,0
1280,1280,43,53958.0,2,2,1,0,0,57338,1
1281,1281,67,48457.0,2,0,0,0,1,46496,1
1282,1282,23,45739.0,5,1,0,0,0,38884,0
1283,1283,33,47972.0,5,2,0,0,0,44615,0
1284,1284,40,45871.0,4,1,0,0,0,39613,0
1285,1285,33,41100.0,3,0,0,0,0,29328,0
1286,1286,70,21490.0,3,0,0,0,1,1140,1
1287,1287,42,47101.0,3,3,0,0,0,43130,0
1288,1288,48,54005.0,6,1,1,0,0,57308,1
1289,1289,35,35444.0,3,0,0,0,0,17849,0
1290,1290,46,30983.0,2,4,0,0,0,8898,0
1291,1291,39,27040.0,4,1,0,0,0,4386,0
1292,1292,40,53397.0,2,1,1,0,0,56451,1
1293,1293,65,19864.0,2,2,0,0,1,807,1
1294,1294,26,55494.0,2,0,0,0,0,62463,0
1295,1295,46,26961.0,2,0,0,0,0,4212,0
1296,1296,39,42108.0,5,3,0,1,0,32000,1
1297,1297,29,40902.0,6,3,0,1,0,27797,1
1298,1298,39,42313.0,5,1,0,0,0,32691,0
1299,1299,38,47071.0,6,2,0,1,0,43089,1
1300,1300,35,28297.0,3,1,0,0,0,6387,0
1301,1301,39,50706.0,6,2,1,1,0,49948,2
1302,1302,36,28876.0,6,0,0,0,0,6782,0
1303,1303,40,42026.0,5,1,0,0,0,31733,0
1304,1304,26,41012.0,4,0,0,0,0,29145,0
1305,1305,55,47953.0,1,0,1,0,0,45188,1
1306,1306,54,54448.0,6,3,1,1,0,58472,2
1307,1307,45,38864.0,4,0,0,0,0,23979,0
1308,1308,55,37540.0,1,2,0,0,0,20406,0
1309,1309,48,48641.0,6,3,1,1,0,46722,2
1310,1310,34,49048.0,7,0,0,0,0,47501,0
1311,1311,40,19856.0,3,1,0,0,0,757,0
1312,1312,43,31985.0,6,0,0,0,0,11228,0
1313,1313,53,33893.0,4,1,0,0,0,15050,0
1314,1314,52,39846.0,5,5,0,1,0,25515,1
1315,1315,50,46647.0,5,0,0,0,0,42109,0
1316,1316,40,48976.0,6,0,1,0,0,47440,1
1317,1317,28,24537.0,4,0,0,0,0,2276,0
1318,1318,42,55543.0,2,0,0,0,0,62381,0
1319,1319,38,38898.0,5,5,0,1,0,24453,1
1320,1320,51,51516.0,1,1,1,0,0,52264,1
1321,1321,29,25779.0,4,1,0,0,0,2990,0
1322,1322,31,64372.0,5,1,1,0,0,85435,1
1323,1323,33,37957.0,7,0,0,0,0,21664,0
1324,1324,31,24982.0,5,1,0,0,0,2426,0
1325,1325,42,38168.0,3,0,0,0,0,22532,0
1326,1326,35,32420.0,2,0,0,0,0,13045,0
1327,1327,48,35854.0,6,0,0,0,0,18394,0
1328,1328,50,47977.0,2,1,1,0,0,44395,1
1329,1329,59,41005.0,4,0,0,0,0,28974,0
1330,1330,35,39847.0,5,4,0,1,0,25502,1
1331,1331,20,40463.0,2,3,0,0,0,27167,0
1332,1332,55,46628.0,4,0,0,0,0,41892,0
1333,1333,23,45739.0,7,0,0,0,0,38860,0
1334,1334,31,55296.0,7,0,1,0,0,61143,1
1335,1335,16,55541.0,6,1,1,0,0,62450,1
1336,1336,49,55278.0,7,1,1,0,0,61063,1
1337,1337,68,40199.0,4,0,0,0,1,26666,1
1338,1338,39,26459.0,4,2,0,0,0,3957,0
1339,1339,26,38355.0,3,5,0,1,0,23303,1
1340,1340,42,31045.0,5,0,0,0,0,8801,0
1341,1341,39,42074.0,5,0,0,0,0,31974,0
1342,1342,36,39918.0,4,2,0,0,0,26023,0
1343,1343,50,33300.0,3,0,0,0,0,14087,0
1344,1344,44,45895.0,6,3,0,1,0,39698,1
1345,1345,21,32403.0,3,0,0,0,0,13034,0
1346,1346,26,40908.0,6,1,0,0,0,27895,0
1347,1347,37,38497.0,4,1,0,0,0,23692,0
1348,1348,39,55259.0,7,0,1,0,0,60962,1
1349,1349,27,18792.0,5,0,0,0,0,557,0
1350,1350,42,24971.0,2,0,0,0,0,2423,0
1351,1351,21,53217.0,7,0,1,0,0,55767,1
1352,1352,36,54905.0,5,0,1,0,0,59334,1
1353,1353,36,46625.0,3,1,0,0,0,41379,0
1354,1354,33,52584.0,3,2,0,0,0,54997,0
1355,1355,39,34692.0,5,2,0,1,0,15453,1
1356,1356,46,33873.0,6,2,0,1,0,15051,1
1357,1357,40,35922.0,3,0,0,0,0,18432,0
1358,1358,32,31983.0,5,1,0,0,0,11615,0
1359,1359,38,30956.0,4,3,0,1,0,9096,1
1360,1360,59,23138.0,4,5,0,1,1,1628,2
1361,1361,37,45298.0,6,1,0,0,0,37772,0
1362,1362,36,38142.0,2,2,0,0,0,22396,0
1363,1363,42,33920.0,3,4,0,1,0,14995,1
1364,1364,59,40221.0,5,1,0,0,0,26650,0
1365,1365,36,29968.0,5,2,0,1,0,7798,1
1366,1366,39,19933.0,5,3,0,1,0,708,1
1367,1367,41,42382.0,4,0,0,0,0,32808,0
1368,1368,13,37872.0,2,1,0,0,0,21202,0
1369,1369,27,22827.0,5,4,0,1,0,1428,1
1370,1370,21,20707.0,3,0,0,0,0,969,0
1371,1371,45,41038.0,1,0,0,0,0,28247,0
1372,1372,42,55381.0,4,0,1,0,0,62114,1
1373,1373,54,41895.0,5,0,0,0,0,31367,0
1374,1374,27,53632.0,6,1,1,0,0,56774,1
1375,1375,43,38309.0,5,2,0,1,0,23238,1
1376,1376,31,32165.0,4,3,0,1,0,12444,1
1377,1377,28,54404.0,3,1,1,0,0,58470,1
1378,1378,29,43421.0,6,1,0,0,0,35112,0
1379,1379,48,55322.0,5,0,1,0,0,61364,1
1380,1380,34,27280.0,2,2,0,0,0,5199,0
1381,1381,46,29093.0,7,2,0,1,0,6936,1
1382,1382,67,29990.0,3,0,0,0,1,7825,1
1383,1383,53,52597.0,4,0,1,0,0,54826,1
1384,1384,46,40990.0,3,1,0,0,0,29167,0
1385,1385,43,49245.0,5,1,1,0,0,47765,1
1386,1386,36,42335.0,7,0,0,0,0,32669,0
1387,1387,41,40706.0,7,1,0,0,0,27454,0
1388,1388,22,45710.0,2,0,1,0,0,39433,1
1389,1389,45,42403.0,3,0,0,0,0,32875,0
1390,1390,28,51815.0,5,0,1,0,0,53093,1
1391,1391,46,34847.0,5,4,0,1,0,15825,1
1392,1392,33,32651.0,2,1,0,0,0,13316,0
1393,1393,38,69627.0,3,2,1,0,0,99987,1
1394,1394,35,31313.0,2,1,0,0,0,9652,0
1395,1395,45,53204.0,2,0,1,0,0,55831,1
1396,1396,45,53216.0,6,0,1,0,0,56155,1
1397,1397,42,51941.0,2,3,1,0,0,53173,1
1398,1398,50,52523.0,2,2,1,0,0,54384,1
1399,1399,37,34517.0,7,1,0,0,0,15355,0
1400,1400,47,55102.0,7,0,1,0,0,60394,1
1401,1401,43,28279.0,6,4,0,1,0,5825,1
1402,1402,32,54921.0,7,1,1,0,0,59629,1
1403,1403,31,30090.0,5,1,0,0,0,8036,0
1404,1404,44,39428.0,7,1,0,0,0,25234,0
1405,1405,39,32206.0,6,0,0,0,0,12372,0
1406,1406,24,51805.0,4,4,0,1,0,53089,1
1407,1407,49,31988.0,4,3,0,1,0,11702,1
1408,1408,69,21355.0,6,3,0,1,1,1104,2
1409,1409,42,53184.0,5,0,1,0,0,55670,1
1410,1410,45,50977.0,3,1,1,0,0,51004,1
1411,1411,59,32409.0,3,3,0,0,0,13101,0
1412,1412,29,44397.0,7,1,0,0,0,36121,0
1413,1413,38,28313.0,5,0,0,0,0,6086,0
1414,1414,31,45092.0,3,1,0,0,0,37573,0
1415,1415,59,38036.0,4,3,0,1,0,21426,1
1416,1416,44,32232.0,7,1,0,0,0,12093,0
1417,1417,41,35944.0,2,0,0,0,0,18361,0
1418,1418,43,53960.0,3,4,1,1,0,57579,2
1419,1419,42,31872.0,5,1,0,0,0,10905,0
1420,1420,38,30646.0,4,2,0,0,0,8537,0
1421,1421,52,39860.0,6,1,0,0,0,26351,0
1422,1422,42,45764.0,3,4,0,1,0,39466,1
1423,1423,33,32913.0,7,2,0,1,0,13551,1
1424,1424,64,31865.0,5,1,0,0,1,10959,1
1425,1425,41,31317.0,2,3,0,0,0,9534,0
1426,1426,49,54896.0,3,0,1,0,0,59514,1
1427,1427,49,24393.0,2,0,0,0,1,2184,1
1428,1428,57,48158.0,2,3,1,0,0,46027,1
1429,1429,50,37117.0,2,0,0,0,0,20020,0
1430,1430,45,34099.0,6,1,0,0,0,15190,0
1431,1431,39,51927.0,4,1,1,0,0,53505,1
1432,1432,41,32237.0,5,2,0,1,0,12454,1
1433,1433,52,51890.0,2,0,1,0,0,53331,1
1434,1434,38,27333.0,4,1,0,0,0,5215,0
1435,1435,25,44441.0,3,0,0,0,0,36351,0
1436,1436,33,37268.0,5,4,0,1,0,20130,1
1437,1437,36,28282.0,5,0,0,0,0,6148,0
1438,1438,68,32760.0,2,4,0,0,0,13463,0
1439,1439,38,33911.0,4,3,0,1,0,14671,1
1440,1440,22,51547.0,3,1,0,0,0,52226,0
1441,1441,80,38025.0,3,0,0,0,1,21492,1
1442,1442,50,54978.0,5,1,1,0,1,60196,2
1443,1443,36,63771.0,7,2,1,1,0,84299,2
1444,1444,38,27281.0,6,1,0,0,0,5172,0
1445,1445,23,20151.0,6,0,0,0,0,900,0
1446,1446,43,52547.0,4,2,1,0,0,54091,1
1447,1447,39,47970.0,7,0,0,0,0,44696,0
1448,1448,57,50804.0,6,0,1,0,0,50058,1
1449,1449,23,39890.0,3,4,0,1,0,26154,1
1450,1450,33,22775.0,6,0,0,0,0,1400,0
1451,1451,49,25338.0,7,1,0,0,1,2741,1
1452,1452,27,32179.0,3,0,0,0,0,12786,0
1453,1453,36,42036.0,3,0,0,0,0,31570,0
1454,1454,44,52717.0,3,0,1,0,0,55085,1
1455,1455,33,41408.0,4,0,0,0,0,30636,0
1456,1456,50,35421.0,5,0,0,0,0,17375,0
1457,1457,20,48660.0,6,1,0,0,0,47153,0
1458,1458,64,67486.0,1,3,1,0,0,93909,1
1459,1459,53,39252.0,5,0,0,0,0,25061,0
1460,1460,20,47196.0,7,0,0,0,0,43363,0
1461,1461,53,47951.0,2,7,1,1,0,45435,2
1462,1462,33,48599.0,4,1,0,0,0,46602,0
1463,1463,45,27920.0,2,0,0,0,0,5467,0
1464,1464,31,44381.0,3,0,0,0,0,36158,0
1465,1465,53,39107.0,6,0,0,0,0,24659,0
1466,1466,20,38042.0,6,1,0,0,0,21736,0
1467,1467,60,64670.0,4,2,1,0,0,86666,1
1468,1468,43,41285.0,4,3,0,1,0,30232,1
1469,1469,30,52660.0,7,0,0,0,0,55101,0
1470,1470,32,32194.0,6,0,0,0,0,12406,0
1471,1471,30,26983.0,4,0,0,0,0,4670,0
1472,1472,36,55535.0,5,0,0,0,0,62155,0
1473,1473,34,46993.0,5,1,0,0,0,43002,0
1474,1474,34,39160.0,5,2,0,0,0,24708,0
1475,1475,36,44659.0,4,3,0,1,0,37123,1
1476,1476,33,42337.0,5,0,0,0,0,32604,0
1477,1477,30,46585.0,3,3,0,0,0,41835,0
1478,1478,39,37493.0,3,0,0,0,0,20256,0
1479,1479,28,32153.0,6,0,0,0,0,11967,0
1480,1480,25,33307.0,6,1,0,0,0,13832,0
1481,1481,27,39427.0,2,2,0,0,0,25130,0
1482,1482,67,32712.0,1,0,0,0,1,13318,1
1483,1483,32,48038.0,4,1,0,0,0,45720,0
1484,1484,42,45804.0,3,1,0,0,0,39542,0
1485,1485,24,40936.0,6,5,0,1,0,27840,1
1486,1486,19,37854.0,5,0,0,0,0,21249,0
1487,1487,25,49793.0,6,0,0,0,0,48202,0
1488,1488,34,37479.0,6,1,0,0,0,20591,0
1489,1489,52,45614.0,1,1,0,0,0,38827,0
1490,1490,41,40368.0,3,1,0,0,0,26944,0
1491,1491,49,27030.0,2,0,0,0,0,4885,0
1492,1492,50,35339.0,5,0,0,0,0,17110,0
1493,1493,40,67986.0,4,0,0,0,0,96162,0
1494,1494,34,31910.0,6,0,0,0,0,11147,0
1495,1495,50,55101.0,5,1,1,0,0,60437,1
1496,1496,31,60262.0,3,1,1,0,0,75818,1
1497,1497,36,47958.0,5,0,0,0,0,44946,0
1498,1498,52,37143.0,1,3,0,0,0,19858,0
1499,1499,44,53201.0,2,4,1,0,0,55672,1
1500,1500,20,42719.0,7,1,0,0,0,34139,0
1501,1501,31,48457.0,3,3,0,0,0,46548,0
1502,1502,48,35861.0,5,0,0,0,0,18425,0
1503,1503,47,33033.0,3,3,0,0,0,13639,0
1504,1504,54,53215.0,4,0,1,0,0,55846,1
1505,1505,39,48697.0,3,2,1,0,0,47222,1
1506,1506,49,35401.0,5,1,0,0,0,17972,0
1507,1507,41,38155.0,2,0,0,0,0,22736,0
1508,1508,39,44402.0,4,1,0,0,0,36577,0
1509,1509,25,41574.0,7,2,0,1,0,30804,1
1510,1510,26,46817.0,5,0,0,0,0,42815,0
1511,1511,28,35264.0,5,1,0,0,0,17265,0
1512,1512,38,32222.0,5,0,0,0,0,12035,0
1513,1513,32,29916.0,7,0,0,0,0,7530,0
1514,1514,46,40977.0,6,4,0,1,0,28917,1
1515,1515,16,26972.0,3,0,0,0,0,4342,0
1516,1516,39,73220.0,2,5,1,1,0,110597,2
1517,1517,42,30470.0,5,0,0,0,0,8484,0
1518,1518,62,50141.0,3,1,1,0,0,48847,1
1519,1519,36,37940.0,6,1,0,0,0,21251,0
1520,1520,24,50751.0,6,1,0,0,0,50025,0
1521,1521,22,49013.0,6,1,0,0,0,47468,0
1522,1522,31,30466.0,4,1,0,0,0,8425,0
1523,1523,36,27846.0,3,1,0,0,0,5412,0
1524,1524,44,32358.0,6,0,0,0,0,13031,0
1525,1525,36,44443.0,4,4,0,1,0,35887,1
1526,1526,32,47151.0,3,3,0,0,0,43381,0
1527,1527,19,34830.0,2,0,0,0,0,15692,0
1528,1528,45,54567.0,2,0,1,0,0,59015,1
1529,1529,21,41064.0,6,0,0,0,0,30023,0
1530,1530,47,43220.0,2,3,0,0,0,34710,0
1531,1531,35,51014.0,6,0,1,0,0,50910,1
1532,1532,30,35042.0,7,0,0,0,0,16047,0
1533,1533,33,41008.0,3,6,0,1,0,28728,1
1534,1534,33,58734.0,2,0,1,0,0,73353,1
1535,1535,36,52224.0,7,2,0,1,0,53798,1
1536,1536,32,43804.0,7,0,0,0,0,35229,0
1537,1537,46,39345.0,7,0,0,0,0,25082,0
1538,1538,44,25870.0,6,0,0,0,0,3087,0
1539,1539,59,51528.0,2,0,0,0,0,52493,0
1540,1540,54,69186.0,6,0,1,0,0,98468,1
1541,1541,29,52677.0,5,0,0,0,0,55091,0
1542,1542,43,27250.0,5,0,0,0,0,5112,0
1543,1543,43,46582.0,7,1,0,0,0,42365,0
1544,1544,45,51486.0,4,0,1,0,0,52074,1
1545,1545,26,45852.0,4,1,0,0,0,39653,0
1546,1546,41,31950.0,6,1,0,0,0,10595,0
1547,1547,37,62646.0,4,0,1,0,0,81841,1
1548,1548,39,31970.0,6,2,0,1,0,11695,1
1549,1549,44,55646.0,3,3,1,0,0,63304,1
1550,1550,44,50953.0,3,2,1,0,0,50789,1
1551,1551,24,32367.0,3,2,0,0,0,12936,0
1552,1552,42,24124.0,2,3,0,0,0,2096,0
1553,1553,39,48461.0,7,0,1,0,0,46408,1
1554,1554,55,50610.0,5,0,1,0,1,49597,2
1555,1555,34,69227.0,3,0,1,0,0,99070,1
1556,1556,50,40343.0,7,0,0,0,0,26857,0
1557,1557,30,53204.0,4,0,1,0,0,56125,1
1558,1558,30,46398.0,4,0,0,0,0,40579,0
1559,1559,39,35064.0,6,5,0,1,0,16344,1
1560,1560,60,22710.0,6,1,0,0,1,1357,1
1561,1561,43,51253.0,7,0,1,0,0,51709,1
1562,1562,34,35877.0,7,1,0,0,0,18804,0
1563,1563,23,40960.0,7,3,0,1,0,28138,1
